date,nav
,4629.5429
,4628.7003
,4627.9324
2022-11-02,4625.8896
2022-10-02,4625.1949
2022-09-02,4623.3864
2022-08-02,4622.9825
2022-04-02,4620.8555
2022-03-02,4620.4475
2022-02-02,4619.9429
2022-01-02,4620.5663
,4620.7865
,4619.2857
,4618.7539
,4618.0168
,4617.7111
,4616.2092
,4615.744
,4615.2395
,4615.3083
,4614.8942
,4613.4875
,4612.896
2022-12-01,4612.1668
2022-11-01,4611.553
2022-10-01,4611.0181
2022-07-01,4609.615
2022-06-01,4609.1648
2022-05-01,4608.5927
2022-04-01,4607.9349
2022-03-01,4607.4503
,4605.4674
,4604.8427
,4604.2224
,4603.583
,4603.0952
,4601.4172
,4600.6583
,4600.4721
,4600.15
,4599.9703
,4598.6221
,4598.1818
,4598.1811
,4597.7966
,4597.4011
2021-10-12,4595.9446
2021-09-12,4595.4849
2021-08-12,4595.1205
2021-07-12,4594.1589
2021-06-12,4593.7536
2021-03-12,4592.389
2021-02-12,4591.9844
2021-01-12,4591.4405
,4590.8319
,4590.1587
,4588.7366
,4588.3537
,4587.9394
,4587.4715
,4586.9664
,4585.2098
,4584.6403
,4584.2467
,4583.8046
2021-12-11,4582.2852
2021-11-11,4581.6809
2021-10-11,4581.0272
2021-09-11,4580.4955
2021-08-11,4579.5727
2021-03-11,4576.4689
2021-02-11,4575.5992
2021-01-11,4574.986
,4573.74
,4573.4098
,4573.0305
,4573.5217
,4573.4961
,4572.6342
,4572.1817
,4571.9803
,4571.3598
,4569.9784
,4569.5195
2021-12-10,4568.8408
2021-11-10,4568.1669
2021-08-10,4566.5165
2021-07-10,4565.7022
2021-06-10,4565.1852
2021-05-10,4565.2211
2021-04-10,4564.9696
2021-01-10,4563.6192
,4563.0293
,4562.4166
,4562.483
,4562.3518
,4561.1966
,4561.2573
,4560.91
,4560.6421
,4560.2789
,4559.0493
,4558.655
,4558.2018
,4557.8197
,4557.4219
2021-09-09,4555.6384
2021-08-09,4555.4089
2021-07-09,4555.0241
2021-06-09,4554.5542
2021-03-09,4553.2738
2021-02-09,4552.8055
2021-01-09,4552.2255
,4551.4992
,4550.9194
,4549.409
,4548.8911
,4548.137
,4547.5631
,4547.064
,4545.6082
,4544.369
,4543.6675
,4541.514
2021-12-08,4540.6884
2021-11-08,4540.0409
2021-10-08,4539.454
2021-09-08,4538.8371
2021-06-08,4537.4717
2021-05-08,4537.1769
2021-04-08,4536.662
2021-03-08,4536.3556
2021-02-08,4535.6836
,4534.3983
,4533.9504
,4533.5097
,4533.1232
,4532.5506
,4531.0993
,4530.3651
,4529.3921
,4528.742
,4527.471
,4526.8605
,4526.2224
,4525.6012
2021-12-07,4524.9864
2021-09-07,4523.1592
2021-08-07,4522.7454
2021-07-07,4522.0571
2021-06-07,4521.2033
2021-05-07,4520.9592
2021-02-07,4519.4941
2021-01-07,4518.9259
,4518.1507
,4517.5694
,4517.0898
,4515.6842
,4515.3187
,4514.7703
,4514.3497
,4513.9233
,4512.2908
,4511.8824
,4511.8944
,4511.9268
,4511.535
2021-11-06,4510.308
2021-10-06,4509.6472
2021-09-06,4508.9667
2021-08-06,4508.225
2021-07-06,4507.6293
2021-04-06,4506.0013
2021-03-06,4505.6101
2021-02-06,4505.1471
2021-01-06,4504.7396
,4504.3495
,4502.9636
,4502.2382
,4501.4732
,4501.066
,4499.7996
,4499.0528
,4498.6005
,4498.0406
,4497.5124
,4496.1837
2021-12-05,4495.2501
2021-11-05,4494.945
2021-10-05,4494.3427
2021-07-05,4493.4725
2021-06-05,4493.103
2021-05-05,4492.6502
2021-04-05,4492.1951
2021-03-05,4492.0127
,4490.4089
,4489.9035
,4489.4762
,4488.2324
,4487.6174
,4485.6071
,4485.0802
,4483.5807
,4482.8
,4481.1175
,4480.5651
2021-12-04,4479.0713
2021-09-04,4478.2206
2021-08-04,4478.0318
2021-07-04,4478.1117
2021-06-04,4477.6359
2021-05-04,4476.1675
,4473.9244
,4472.8737
,4469.9225
,4468.9404
,4468.1462
,4466.5438
,4465.6383
,4463.914
,4462.2661
,4461.5584
,4461.0828
,4460.4413
2021-12-03,4459.6068
2021-10-03,4458.656
2021-09-03,4458.0172
2021-08-03,4457.7421
2021-05-03,4456.5838
2021-04-03,4456.1148
2021-03-03,4455.677
2021-02-03,4455.2571
2021-01-03,4454.8733
,4453.6563
,4453.3035
,4452.953
,4452.2577
,4451.8057
,4450.5729
,4449.9012
,4449.1908
,4448.4874
2021-12-02,4447.0261
2021-11-02,4446.5639
2021-10-02,4446.1385
2021-09-02,4445.4434
2021-08-02,4445.1846
2021-05-02,4443.9176
2021-04-02,4443.3787
2021-03-02,4443.0069
2021-02-02,4442.9783
2021-01-02,4442.5021
,4441.4099
,4440.9624
,4440.4967
,4439.8445
,4438.5359
,4438.1325
,4437.6557
,4437.2276
,4437.2077
,4436.2347
,4435.8973
,4436.0023
2021-12-01,4435.5524
2021-11-01,4435.3463
2021-08-01,4434.766
2021-07-01,4434.4073
2021-06-01,4434.2321
2021-05-01,4434.0473
2021-04-01,4433.6173
2021-01-01,4432.2723
,4431.6311
,4431.1016
,4430.3893
,4429.8268
,4428.2037
,4427.7459
,4427.3621
,4426.9505
,4425.6665
,4425.2074
,4424.8852
,4424.5835
,4424.3118
2020-11-12,4423.1467
2020-10-12,4422.6387
2020-09-12,4422.082
2020-08-12,4421.9973
2020-07-12,4421.93
2020-04-12,4420.5672
2020-03-12,4419.9119
2020-02-12,4419.5547
2020-01-12,4419.9359
,4418.6432
,4418.0768
,4417.2969
,4416.7467
,4416.5255
,4415.3233
,4414.744
,4413.7605
,4413.0101
,4411.2065
2020-12-11,4410.5149
2020-11-11,4409.8311
2020-10-11,4409.1968
2020-09-11,4408.6502
2020-06-11,4407.199
2020-05-11,4406.7614
2020-04-11,4406.2541
2020-03-11,4405.5861
2020-02-11,4405.1472
,4403.6062
,4403.2058
,4402.6028
,4402.2426
,4400.7309
,4400.195
,4399.7853
,4399.2865
,4398.6908
,4397.261
,4396.7317
,4396.2372
,4395.391
2020-12-10,4395.1137
2020-09-10,4393.6484
2020-08-10,4393.0146
2020-07-10,4392.2027
2020-06-10,4390.6895
2020-05-10,4389.4847
2020-01-10,4386.904
,4386.1231
,4385.4487
,4384.6086
,4383.1713
,4382.6886
,4382.387
,4382.1581
,4381.6926
,4380.2814
,4379.9396
,4379.3179
,4379.0681
,4378.5847
2020-11-09,4377.2109
2020-10-09,4376.749
2020-09-09,4376.598
2020-08-09,4376.2118
2020-07-09,4375.9053
2020-04-09,4374.4488
2020-03-09,4373.9936
2020-02-09,4373.5889
2020-01-09,4373.4455
,4372.3045
,4370.9404
,4370.2899
,4369.8086
,4369.0401
,4369.1162
,4368.2559
,4367.337
,4366.3028
,4365.6229
,4363.6971
,4362.347
,4361.8782
2020-12-08,4361.3494
2020-11-08,4360.7977
2020-10-08,4360.0294
2020-07-08,4358.6338
2020-06-08,4359.1377
2020-05-08,4358.5009
2020-04-08,4357.4592
2020-03-08,4356.3316
,4355.1666
,4354.5685
,4353.8404
,4353.6483
,4353.5207
,4351.8154
,4351.7062
,4351.1503
,4350.8257
,4349.7322
,4348.386
,4347.9358
,4347.4749
,4346.9559
,4348.2801
2020-10-07,4345.9608
2020-09-07,4344.087
2020-08-07,4343.2338
2020-07-07,4341.1793
2020-06-07,4339.2371
2020-03-07,4336.8755
2020-02-07,4333.5809
2020-01-07,4332.0976
,4330.1984
,4329.6449
,4329.9344
,4328.6429
,4327.9788
,4327.428
,4325.789
,4326.3408
,4324.4248
,4318.5464
,4317.8417
,4315.1713
2020-12-06,4311.2397
2020-11-06,4310.1565
2020-10-06,4307.0927
2020-09-06,4305.7632
2020-08-06,4305.6172
2020-05-06,4303.6425
2020-04-06,4302.9475
2020-03-06,4303.7694
2020-02-06,4303.0421
2020-01-06,4303.6551
,4301.7625
,4305.9734
